Date,ALFA.ST,APG1L.VS,ASPIRE.ST,ATCO-A.ST,BETS-B.ST,BND,BOL.ST,BRE2.ST,CLAS-B.ST,CTM.ST,ELAN-B.ST,EVO.ST,EXI,GLD,GLOBAL.ST,GNTX,GRG1L.VS,GZE1R.RG,HLT.PA,HM-B.ST,HPT,HUM.ST,HUSQ-B.ST,IAR-B.ST,IBM,IDU,IGV,IHI,INDT.ST,INWI.ST,ITA,IXC,IXG,IXJ,IYE,IYG,IYH,IYM,IYT,IYW,IYZ,JXI,KAMBI.ST,KIE.L,KNOW.ST,KXI,LAMM-B.ST,LI.PA,LIFCO-B.ST,MCAP.ST,MCD,MDARA.RG,MDT,MMM,MSFT,MXI,NCN1T.TL,NTU1L.VS,O,OLF1R.RG,PDX.ST,PEZ,PFE,PSI,PTH,PUI,PXE,PZV1L.VS,QTEC,RGI,RHS,RWO,RWX,RXI,RYU,SCA-A.ST,SEB-A.ST,SHOT.ST,SINCH.ST,SWED-A.ST,SWJ.DE,T,TAN,TAO,TEL.PA,TEL1L.VS,TKM1T.TL,TOT,UCI,UPW,VAW,VCR,VDC,VDE,VEA,VFH,VGT,VHT,VIG,VIS,VIT-B.ST,VITR.ST,VNQ,VOLV-B.ST,VOX,VPU,VT,VTI,VWO,WISE.ST,WMT,XBI,XEG.TO,XES,XLE,XLI,XLK,XLU,XLV,XOP,XSER.L,XSNR.L
2013-08-22,,2.61,,136.88,,79.76,100.2,0.4,96.0,,20.03,,62.62,132.81,,11.52,0.638,6.28,59.13,240.9,27.44,,40.86,37.5,185.19,93.9,73.7,82.17,82.33,,88.94,39.8,51.37,39.12,45.97,74.93,104.86,71.82,115.77,78.06,26.95,42.55,,1165.33,51.25,40.53,22.1,31.43,,26.0,95.46,,53.36,114.67,32.39,57.84,1.11,,40.26,4.96,,38.63,28.16,16.18,42.37,19.24,30.27,2.13,30.91,70.49,83.44,40.59,39.46,74.84,62.22,36.41,70.4,,,155.7,344.3,33.82,28.05,20.93,27.69,0.781,5.54,54.9,20.78,21.78,92.25,94.82,103.2,116.05,37.88,40.97,78.82,90.85,68.34,86.35,,14.25,65.18,97.6,79.07,81.64,53.86,86.12,38.22,27.6,73.46,39.95,16.11,40.54,81.18,45.12,31.84,37.35,49.66,61.71,5503.0,5287.5
2013-08-23,,2.61,,138.17,,79.99,100.2,0.4,96.0,,20.12,,62.9,134.9,,11.68,0.646,6.33,59.09,242.7,27.89,,42.0,36.9,185.42,94.54,74.21,82.1,83.17,,89.23,40.14,51.66,39.2,46.32,74.87,105.07,72.48,115.83,78.51,27.22,42.86,,1170.83,51.5,40.77,21.1,31.26,,25.7,95.13,,52.74,114.4,34.75,58.46,1.14,,40.68,5.0,,38.74,28.34,16.18,42.31,19.3,30.42,2.14,31.12,70.53,83.86,40.9,39.75,75.26,62.65,36.35,71.05,,,156.7,338.55,34.29,28.39,21.09,27.86,0.781,5.59,56.15,20.96,21.89,92.84,94.88,103.82,116.87,38.21,41.03,79.32,91.05,68.5,86.39,,14.45,65.86,98.25,79.95,82.26,54.21,86.48,38.67,29.0,73.44,39.88,16.21,40.77,81.76,45.13,32.07,37.66,49.79,62.3,5597.0,5329.0
2013-08-26,,2.62,,138.25,,80.13,100.9,0.39,95.0,,20.38,,62.54,135.45,,11.58,0.647,6.27,59.42,245.0,27.61,,41.75,36.5,184.74,93.92,74.15,82.22,82.33,,89.04,40.04,51.23,39.28,46.21,74.32,105.46,72.48,115.85,78.44,27.1,42.42,,,51.25,40.49,21.9,31.55,,28.1,95.31,,52.37,114.33,34.15,58.4,1.14,,40.2,5.0,,38.73,28.02,16.44,42.48,19.24,30.38,2.18,31.0,70.43,82.83,40.8,39.49,74.94,62.35,36.79,70.15,,,154.5,338.55,33.82,28.07,20.94,28.05,0.781,5.56,55.91,21.1,21.71,93.03,94.74,102.75,116.74,37.96,40.83,79.15,91.23,68.17,86.26,,14.7,65.67,99.0,79.28,81.63,53.96,86.26,38.21,28.0,73.03,40.77,16.18,40.71,81.62,45.03,31.92,37.38,49.86,62.44,,
2013-08-27,,2.6,,136.5,,80.33,98.9,0.4,95.75,,20.12,,61.41,136.75,,11.3,0.641,6.29,58.75,243.0,27.47,,41.6,36.4,182.74,93.73,72.53,80.51,81.5,,87.1,39.91,50.07,38.63,45.93,72.33,103.51,71.06,112.69,76.74,26.79,42.15,,1173.19,50.25,40.03,21.9,30.84,,27.4,94.84,,51.51,112.73,33.26,57.13,1.13,,40.03,4.99,,37.76,28.0,16.09,41.67,19.12,30.03,2.15,30.36,69.0,82.17,40.41,38.87,73.56,62.16,35.73,67.95,,,150.4,337.8,33.69,26.47,20.59,27.46,0.78,5.55,55.66,21.19,21.8,91.16,93.02,101.97,115.97,37.32,39.91,77.45,89.67,67.3,84.37,,14.7,65.35,97.25,78.46,81.59,53.01,84.73,37.22,27.4,72.86,39.21,16.19,40.06,81.11,44.12,31.36,37.36,49.05,61.95,5638.5,5242.5
2013-08-28,,2.56,,135.21,,80.19,98.7,0.4,96.0,,20.12,,61.38,136.71,,11.28,0.639,6.28,58.06,243.3,27.4,,41.14,36.3,182.16,94.07,72.6,80.51,79.33,,87.32,40.66,50.08,38.58,46.69,72.54,104.03,70.94,112.61,76.95,26.79,42.42,,1164.55,51.75,39.83,21.9,30.65,,28.4,96.08,,51.56,113.0,33.02,56.89,1.13,,39.58,4.93,,37.86,28.21,16.19,41.72,19.17,30.51,2.1,30.5,69.01,81.44,40.27,38.9,73.43,62.18,34.78,68.05,,,151.2,332.95,33.58,26.5,20.45,27.39,0.777,5.55,56.91,21.14,21.78,90.99,93.51,101.22,117.9,37.28,39.94,77.69,89.97,67.43,84.45,,15.2,64.95,96.3,78.3,81.88,53.09,85.04,37.19,27.8,72.38,39.79,16.44,40.61,82.46,44.16,31.38,37.49,49.26,62.76,5745.5,5177.5
2013-08-29,,2.59,,136.04,,80.27,97.75,0.39,96.0,,19.94,,61.35,135.87,,11.39,0.639,6.4,58.23,245.0,27.43,,41.9,35.6,182.64,93.65,73.23,80.92,79.33,,88.03,40.21,50.15,38.62,46.25,72.74,104.42,71.09,112.94,77.32,27.04,42.11,,1173.97,52.0,39.83,20.2,30.17,,28.4,94.86,,51.83,113.32,33.55,56.83,1.13,,39.77,4.9,,38.2,28.1,16.34,41.99,19.18,30.41,2.09,30.74,69.2,82.05,40.33,38.85,73.78,62.01,35.29,68.85,,,152.0,332.95,33.65,26.87,20.55,28.32,0.78,5.63,56.01,21.04,21.71,91.29,94.13,101.8,116.72,37.28,40.07,78.17,90.36,67.44,84.8,,15.3,65.05,96.3,79.15,81.5,53.12,85.27,37.41,28.6,72.43,40.25,16.38,40.35,81.6,44.29,31.55,37.27,49.41,62.37,5701.5,5190.0
2013-08-30,,2.59,,136.27,,80.16,96.75,0.39,96.25,,19.67,,60.76,134.62,,11.27,0.636,6.39,57.67,243.5,27.02,,41.74,36.2,182.27,93.4,73.4,80.26,79.67,,86.93,40.03,49.85,38.33,46.18,72.31,103.92,70.9,111.66,76.77,26.8,41.96,,1160.62,52.25,39.78,21.0,30.01,,30.2,94.36,,51.75,113.58,33.4,56.47,1.13,,39.5,4.85,,37.91,28.21,16.12,41.66,19.09,30.17,2.16,30.55,68.74,82.12,40.08,38.87,72.72,61.95,34.32,68.05,,,150.0,332.95,33.83,27.16,20.76,28.24,0.779,5.65,55.31,20.87,21.39,91.0,93.46,102.0,116.54,36.85,39.8,77.67,89.85,67.29,84.15,,15.45,64.5,95.5,78.45,81.26,52.84,84.77,37.72,24.8,72.98,39.75,16.31,39.79,81.57,44.04,31.4,37.3,49.22,62.0,5625.5,5149.0
2013-09-02,,2.6,,137.64,,,101.3,0.4,97.25,,19.67,,,,,,0.635,6.38,58.79,246.2,,,41.98,35.8,,,,,79.33,,,,,,,,,,,,,,,1202.24,52.0,,21.0,30.46,,30.7,,,,,,,1.13,,,4.86,,,,,,,,2.14,,,,,,,,35.16,69.25,,,152.7,332.95,,,,29.0,0.78,5.62,,,,,,,,,,,,,,,15.25,,96.4,,,,,,25.0,,,,,,,,,,,5627.0,5215.5
2013-09-03,,2.58,,137.11,,79.81,102.6,0.4,98.75,,19.4,,61.75,136.42,,11.44,0.625,6.37,58.26,246.5,26.54,,42.05,36.0,183.96,92.37,73.6,80.83,78.67,,87.82,40.41,50.36,38.51,46.42,73.0,104.51,71.3,112.09,77.05,26.84,41.91,,1208.52,51.25,39.94,20.5,30.01,,30.7,94.52,,52.09,113.22,31.88,57.87,1.12,,38.87,4.89,,38.16,28.01,16.23,41.73,19.0,30.42,2.11,30.78,69.09,81.86,40.16,39.37,73.67,61.32,35.12,69.4,,,154.4,332.95,33.32,28.63,21.05,28.67,0.772,5.62,55.12,21.05,21.11,91.39,94.07,101.85,117.14,37.54,40.0,77.95,90.45,67.56,84.61,,16.15,63.94,96.65,77.99,80.35,53.32,85.2,37.94,24.6,72.68,40.71,16.38,40.03,82.17,44.32,31.43,36.87,49.54,62.66,5617.0,5204.5
2013-09-04,,2.61,,137.18,,79.71,102.3,0.4,98.5,,20.03,,62.41,134.66,,11.73,0.63,6.36,58.28,246.4,26.95,,42.06,35.6,183.13,92.41,73.88,81.69,78.5,,88.78,40.63,50.87,38.92,46.74,73.59,105.78,71.89,113.59,77.87,27.06,42.04,,1222.66,51.75,40.06,21.0,29.93,,30.9,95.16,,53.2,114.55,31.2,58.37,1.12,,39.3,4.94,,38.42,28.37,16.73,42.09,18.98,30.58,2.1,31.19,69.74,82.5,40.46,39.55,74.34,61.41,34.91,69.75,,,153.5,332.95,33.74,29.18,21.31,28.98,0.78,5.61,55.18,20.81,21.03,92.15,95.04,102.53,117.84,37.88,40.35,78.63,91.55,68.13,85.52,,15.4,64.49,96.9,78.63,80.38,53.87,85.96,38.53,24.8,72.91,41.75,16.35,40.62,82.61,44.77,31.73,36.87,50.11,62.96,5636.0,5215.5
2013-09-05,,2.6,,137.49,,79.16,102.8,0.39,99.75,,19.76,,62.59,132.2,,12.06,0.63,6.32,58.34,247.2,26.47,,42.22,36.4,184.15,91.99,73.92,82.3,82.0,,88.98,40.72,51.01,38.83,46.88,73.83,105.97,72.15,114.15,77.92,26.95,42.0,,1247.0,52.25,39.99,21.0,30.1,,30.9,95.66,,53.66,114.87,31.23,58.24,1.12,,38.7,4.93,,38.57,28.27,16.8,42.4,18.91,30.65,2.12,31.32,70.08,82.52,40.14,39.48,74.62,61.09,34.93,69.6,,,153.8,352.0,33.34,30.02,21.49,29.35,0.775,5.61,55.26,20.87,20.87,92.45,95.19,102.42,118.25,37.87,40.4,78.84,91.79,68.27,85.81,,15.0,63.81,97.3,78.29,80.06,53.98,86.06,39.05,24.6,72.67,42.01,16.58,41.23,82.89,44.88,31.75,36.72,50.18,63.35,5617.0,5255.0
2013-09-06,,2.6,,137.18,,79.46,103.8,0.4,98.0,,19.76,,62.82,134.15,,12.47,0.626,6.29,58.46,248.0,26.84,,42.55,36.3,183.03,92.51,73.81,82.52,83.83,,88.62,40.82,51.22,38.96,46.91,73.72,106.08,72.09,113.88,77.96,26.89,42.42,,1268.99,51.75,40.15,21.5,30.33,,31.8,96.26,,53.46,115.04,31.15,58.59,1.13,,39.13,5.05,,38.53,28.28,16.78,42.4,19.05,30.62,2.16,31.36,70.21,82.63,40.54,39.61,74.82,61.46,34.97,69.9,,,152.4,353.0,33.41,29.66,21.45,29.4,0.772,5.6,55.58,21.0,21.21,92.35,95.03,102.54,118.37,38.09,40.44,79.0,91.85,68.21,85.8,,14.6,64.8,97.95,78.21,80.4,54.12,86.13,39.58,24.2,72.59,42.1,16.56,41.42,82.88,44.86,31.77,36.98,50.2,63.59,5658.5,5298.0
2013-09-09,,2.57,,138.48,,79.66,104.0,0.39,94.5,,19.58,,63.74,133.91,,12.2,0.626,6.44,58.13,246.5,27.18,,42.76,37.5,184.98,92.97,74.84,83.45,82.67,,89.7,41.17,51.98,39.15,47.41,74.37,106.83,73.2,115.67,79.03,27.21,42.68,,1272.13,52.5,40.54,21.5,30.07,,33.0,96.45,,53.92,116.74,31.66,59.46,1.08,,39.96,4.95,,38.77,28.3,17.0,42.59,19.09,30.8,2.16,31.65,71.09,83.31,41.45,40.47,75.73,61.79,35.08,70.05,,,152.6,351.1,33.63,30.37,21.76,29.35,0.774,5.51,55.95,20.85,21.07,93.77,96.0,103.35,119.68,38.63,40.92,80.07,92.51,68.91,86.99,,14.35,66.15,97.75,78.72,80.79,54.86,87.1,40.74,24.8,73.51,43.32,16.62,42.18,83.81,45.42,32.15,37.11,50.51,64.33,5600.0,5314.0
2013-09-10,,2.56,,141.29,,79.49,106.0,0.39,96.0,,19.49,,64.65,131.74,,12.4,0.62,6.45,58.43,250.2,27.31,,43.27,37.4,186.6,93.61,75.73,83.8,82.17,,90.88,41.2,52.63,39.35,47.44,75.55,107.39,73.8,118.15,79.36,27.57,42.95,,1287.83,53.75,40.77,21.1,30.63,,32.5,96.89,,53.96,117.59,32.39,60.13,1.08,,39.51,4.94,,39.19,28.45,17.27,42.83,19.25,30.55,2.16,32.06,72.11,83.27,41.71,40.93,76.46,62.09,36.3,71.3,,,155.2,351.2,33.97,30.74,21.86,29.46,0.774,5.55,56.0,20.74,21.35,94.68,96.99,103.53,119.74,39.05,41.36,80.6,93.07,69.43,88.37,,14.9,66.1,99.3,79.59,81.45,55.39,87.78,41.06,25.0,73.96,43.27,16.54,42.37,83.84,46.08,32.35,37.4,50.83,64.18,5620.0,5392.5
2013-09-11,,2.58,,144.95,,79.71,104.8,0.4,95.75,,19.67,,64.73,131.7,,12.39,0.625,6.49,58.68,248.5,27.51,,43.13,37.6,190.7,92.71,76.01,84.11,82.17,,91.59,41.37,52.74,39.55,47.83,75.45,107.96,74.29,118.1,78.86,27.77,43.08,,1309.04,53.75,40.92,20.8,30.65,,32.1,97.46,,54.09,118.71,32.74,60.4,1.09,,39.55,4.9,,39.32,28.67,17.18,43.01,19.26,30.66,2.15,32.16,72.2,83.67,41.97,41.12,76.73,61.68,35.99,71.75,,,157.0,346.1,33.97,30.39,21.78,29.67,0.774,5.55,56.6,20.8,21.09,95.09,97.53,104.2,120.59,39.16,41.41,80.36,93.55,69.93,88.64,,15.0,66.63,99.65,80.03,80.73,55.55,88.01,41.12,24.6,74.05,42.74,16.64,42.48,84.48,46.27,32.2,37.03,51.17,64.84,5620.0,5378.5
2013-09-12,,2.57,,144.34,,79.69,104.5,0.39,95.75,,19.67,,64.47,127.67,,12.27,0.621,6.48,58.48,249.1,27.27,,42.64,37.5,190.73,92.46,75.67,83.73,82.0,,91.43,41.15,52.45,39.44,47.55,75.04,107.82,73.47,116.73,78.79,27.64,42.99,,1291.76,55.25,40.85,20.6,30.83,,31.3,97.18,,53.58,118.2,32.69,59.61,1.1,,39.22,4.86,,39.17,28.31,17.09,43.0,19.19,30.56,2.15,32.03,72.01,83.77,41.74,40.88,76.4,61.54,35.73,70.75,,,156.6,346.1,34.38,29.63,21.42,29.85,0.771,5.54,56.7,20.88,20.98,94.18,97.13,104.23,119.95,38.97,41.14,80.25,93.42,69.83,88.27,,15.3,66.2,99.15,80.38,80.5,55.26,87.74,40.58,24.8,73.91,42.67,16.6,41.96,83.98,46.08,32.23,36.93,51.09,64.68,5635.5,5365.5
2013-09-13,,2.58,,143.42,,79.82,102.4,0.39,95.75,,19.85,,64.69,127.82,,12.38,0.62,6.4,58.59,249.3,27.42,,43.02,40.0,192.17,93.22,75.62,83.82,82.17,,92.0,41.15,52.55,39.53,47.56,75.3,107.95,73.92,116.91,78.76,27.66,43.23,,1299.61,55.5,41.22,21.9,30.86,,31.6,97.35,,53.58,118.6,33.03,59.71,1.12,,39.2,4.75,,39.36,28.51,17.05,43.17,19.28,30.63,2.15,32.06,72.19,84.56,41.84,41.15,76.83,61.89,36.14,71.1,,,155.7,346.1,34.32,29.83,21.57,29.98,0.767,5.54,56.78,20.74,21.34,94.83,97.62,105.08,119.98,39.11,41.26,80.29,93.65,70.0,88.5,,14.9,66.39,99.05,80.58,81.07,55.44,87.92,40.88,24.2,74.36,42.81,16.67,42.06,83.95,46.21,32.26,37.21,51.21,64.74,5622.0,5342.0
2013-09-16,,2.58,,144.95,,79.92,103.5,0.38,98.25,,19.31,,65.39,126.45,,12.57,0.632,6.53,58.64,259.2,27.61,,42.94,40.0,193.15,93.28,75.99,84.56,82.17,,93.35,41.27,53.06,39.76,47.57,75.98,109.01,74.66,118.09,78.49,27.54,43.4,,1315.32,57.0,41.51,21.7,31.03,,32.1,97.71,,54.06,119.23,32.8,60.42,1.11,,39.9,4.87,,39.5,28.71,17.2,43.37,19.26,30.52,2.13,32.13,72.96,85.3,42.36,41.48,77.42,62.1,36.05,70.55,,,155.1,346.1,34.57,30.2,21.65,30.11,0.766,5.54,57.01,20.64,21.69,95.9,97.93,105.94,119.98,39.46,41.65,79.96,94.4,70.51,89.51,,14.5,67.05,100.2,80.5,81.16,55.83,88.43,41.33,24.4,74.78,42.76,16.66,42.29,83.93,46.81,32.21,37.31,51.67,64.54,5630.0,5389.5
2013-09-17,,2.58,,143.5,,79.99,103.2,0.39,100.0,,18.95,,65.62,126.5,,12.73,0.633,6.44,58.48,264.0,27.99,,42.67,40.0,192.16,93.84,76.32,85.0,82.33,,94.52,41.36,53.23,39.83,47.82,76.48,109.1,74.71,118.26,78.89,27.67,43.63,,1321.6,57.25,41.6,21.9,30.9,,32.5,97.92,,53.94,119.93,32.93,60.34,1.12,,39.71,4.91,,39.78,28.64,17.27,43.61,19.36,30.74,2.12,32.45,73.24,85.83,42.44,41.77,77.66,62.38,35.82,69.6,,,153.6,346.1,34.75,30.12,21.75,29.92,0.773,5.54,56.67,20.46,21.65,95.71,98.63,106.38,120.65,39.48,41.86,80.54,94.56,70.73,90.05,,14.7,67.01,100.9,81.03,81.65,55.96,88.9,41.3,24.2,75.15,43.22,16.6,42.58,84.31,47.01,32.37,37.53,51.7,65.37,5596.0,5378.5
2013-09-18,,2.56,,144.34,,80.63,102.3,0.38,99.5,,19.58,,67.0,132.01,,12.77,0.63,6.51,58.57,263.5,28.67,,42.83,41.0,194.42,96.55,77.72,85.5,82.5,,94.75,41.96,54.3,40.31,48.35,76.95,109.83,76.28,120.05,79.98,27.93,44.81,,1302.75,58.0,42.33,21.5,30.82,,31.8,98.7,,54.08,121.29,33.32,61.98,1.08,,40.78,4.9,,40.08,29.04,17.25,43.64,19.75,31.03,2.09,32.62,74.09,86.9,43.64,42.93,79.09,63.91,35.54,69.9,,,154.3,346.1,34.95,31.0,22.35,29.98,0.77,5.54,57.28,20.78,22.91,97.7,99.68,107.69,121.95,40.52,42.33,81.55,95.12,71.68,91.1,,14.55,69.28,101.3,81.62,84.06,57.06,89.94,42.97,24.4,76.42,43.51,16.61,42.88,85.33,47.6,32.78,38.65,52.02,66.23,5561.0,5381.5
2013-09-19,,2.56,,145.55,,80.54,103.4,0.39,101.25,,19.67,,66.94,131.75,,12.99,0.631,6.51,58.77,266.4,28.73,,42.54,41.9,193.39,96.18,77.97,85.23,82.5,,94.76,41.75,54.15,40.19,48.24,76.54,109.41,76.1,120.39,80.18,27.87,44.58,,1315.32,58.0,42.31,23.5,31.67,,32.5,97.92,,54.0,121.57,33.64,61.68,1.1,,40.43,4.9,,40.2,28.84,17.34,43.46,19.71,30.87,2.15,32.74,74.72,86.38,43.7,42.93,78.98,63.76,35.86,71.1,,,156.1,346.1,34.81,31.04,22.55,29.88,0.775,5.5,56.85,20.82,22.63,97.46,99.82,107.2,121.78,40.34,42.11,81.76,94.85,71.67,91.31,,14.65,69.22,102.7,81.45,83.71,56.88,89.8,42.8,24.4,76.21,43.74,16.56,42.95,85.12,47.76,32.8,38.47,51.85,66.01,5632.5,5456.5
2013-09-20,,2.55,,145.1,,80.53,102.4,0.39,100.25,,19.76,,66.27,127.96,,12.94,0.63,6.67,59.15,266.4,27.81,,42.76,42.5,190.02,94.85,77.75,84.9,83.33,,93.33,41.53,53.73,40.15,47.87,76.29,109.19,75.07,119.85,79.6,27.59,44.09,,1304.32,58.0,42.04,24.5,31.89,,33.0,96.9,,53.71,120.01,32.79,60.69,1.11,,39.92,4.94,,39.76,28.97,17.23,43.3,19.31,30.31,2.15,32.55,73.69,85.44,42.77,42.17,78.51,62.26,34.84,71.5,,,157.4,346.1,34.31,30.98,22.28,29.89,0.774,5.5,56.63,20.64,22.15,96.2,99.18,106.48,120.81,40.01,41.86,81.35,94.63,71.0,90.28,,14.75,68.09,103.4,80.65,82.63,56.37,89.2,41.78,24.4,75.83,43.46,16.54,42.37,84.04,46.96,32.41,37.53,51.54,65.45,5652.5,5475.0
2013-09-23,,2.55,,143.8,,80.59,100.3,0.38,100.5,,19.58,,66.22,127.55,,12.82,0.635,6.67,58.82,265.2,28.26,,42.34,42.8,190.99,96.08,77.12,84.65,82.0,,92.62,41.34,53.29,40.0,47.65,75.03,108.33,74.6,119.13,79.76,27.7,44.36,,1278.41,58.0,41.95,26.0,31.87,,32.4,97.28,,53.76,121.11,32.74,60.6,1.12,,39.63,4.95,,39.64,28.8,17.23,43.18,19.49,30.21,2.09,32.35,73.2,84.97,42.67,42.18,78.12,63.01,34.87,70.65,,,154.9,346.1,34.22,30.5,22.27,29.95,0.775,5.55,57.2,20.51,22.72,95.66,98.47,106.08,120.25,39.87,41.17,81.41,93.97,70.49,90.1,,14.45,67.01,101.3,80.82,82.81,56.04,88.37,41.65,24.4,76.42,43.2,16.49,42.03,83.63,46.81,32.51,37.98,51.18,65.48,5597.0,5419.0
2013-09-24,,2.56,,143.96,,80.76,101.3,0.39,104.5,,19.4,,66.24,127.66,,12.83,0.638,6.69,58.77,267.1,28.03,,42.15,42.8,189.97,95.24,76.35,84.17,83.5,,92.79,41.41,53.19,39.81,47.51,74.41,107.55,74.28,118.94,79.41,27.52,44.3,,1318.46,58.0,41.65,25.2,31.99,,31.7,97.78,,53.43,120.8,32.45,60.39,1.08,,39.91,4.95,,39.9,28.71,17.46,43.1,19.52,30.38,2.13,32.48,73.56,85.12,42.38,42.1,78.11,62.95,35.03,70.45,,,155.5,346.1,34.09,30.82,21.93,30.19,0.779,5.54,58.17,20.54,22.54,95.6,98.59,105.54,120.46,39.79,41.01,81.31,93.58,70.37,90.34,,14.35,66.5,102.5,80.69,82.78,55.94,88.23,41.23,24.8,75.75,43.28,16.5,42.03,83.71,46.98,32.37,37.96,50.92,65.79,5640.5,5455.5
2013-09-25,,2.58,,143.12,,80.93,100.7,0.4,103.5,,19.31,,66.15,128.79,,12.75,0.636,6.93,58.72,263.9,28.05,,41.87,42.5,189.47,94.61,76.59,84.3,81.67,,92.38,41.44,53.22,39.69,47.53,74.64,106.77,74.41,118.21,79.34,27.65,44.06,,1324.74,58.25,41.49,26.0,32.0,,30.6,97.62,,52.81,120.2,32.51,60.63,1.07,,40.51,4.9,,39.64,28.49,17.39,42.93,19.51,30.74,2.14,32.55,73.31,84.09,42.4,42.0,77.89,62.56,34.93,69.2,,,150.5,356.0,34.05,31.6,21.82,30.55,0.778,5.49,58.17,20.55,22.16,95.78,98.28,104.8,120.51,39.81,41.18,81.26,92.9,70.02,90.07,,14.3,66.72,100.5,80.93,82.2,55.89,88.07,40.98,24.4,74.65,42.9,16.54,42.26,83.69,46.77,32.32,37.7,50.52,66.05,5626.0,5445.5
2013-09-26,,2.57,,144.49,,80.81,99.2,0.4,103.5,,19.31,,66.46,127.79,,12.76,0.633,6.6,58.82,281.7,28.35,,41.75,42.8,190.22,94.65,77.02,84.38,83.0,,92.95,41.43,53.31,39.75,47.6,74.64,107.24,75.04,118.68,79.58,27.86,44.1,,1327.1,58.0,41.58,24.5,31.95,,31.1,98.19,,52.94,120.66,32.77,60.82,1.07,,41.09,4.86,,39.81,28.52,17.32,43.17,19.42,30.75,2.13,32.61,73.44,84.15,42.63,42.21,78.5,62.41,34.46,69.15,,,150.0,356.0,34.23,32.62,21.7,30.78,0.778,5.5,58.45,20.68,22.27,96.47,99.12,105.27,120.56,39.96,41.21,81.53,93.42,70.31,90.27,,14.45,67.13,98.35,81.41,82.24,56.07,88.41,41.1,25.0,74.62,43.68,16.63,42.35,83.84,46.98,32.44,37.65,50.7,66.47,5630.0,5438.5
2013-09-27,,2.57,,143.65,,80.83,96.6,0.39,102.5,,19.58,,66.12,128.97,,12.73,0.63,6.59,58.82,280.7,28.42,,41.88,42.5,186.92,94.02,76.68,84.32,83.33,,92.73,41.41,53.21,39.87,47.43,74.46,107.16,74.17,117.88,79.2,27.66,43.94,,1324.74,57.75,41.6,25.3,31.75,,30.8,97.12,,53.0,120.22,33.27,60.35,1.07,,40.26,4.86,,39.75,28.88,17.29,43.19,19.3,30.73,2.13,32.52,72.98,83.94,42.58,42.22,78.48,62.08,34.59,68.85,,,148.9,360.6,33.98,33.47,21.78,30.77,0.771,5.5,58.91,20.61,21.82,95.4,99.15,104.59,120.24,39.88,41.08,81.13,93.39,69.95,89.81,,14.4,66.85,97.0,81.03,81.73,55.89,88.06,40.52,24.4,74.36,43.73,16.65,42.18,83.55,46.68,32.24,37.41,50.7,66.32,5604.0,5415.5
2013-09-30,,2.56,,143.2,,80.88,96.3,0.38,102.75,,19.58,,65.68,128.18,,12.8,0.63,6.77,58.83,279.1,28.3,,41.73,42.1,185.18,93.89,76.28,84.69,83.33,,91.89,41.02,52.6,39.74,47.1,74.11,106.92,73.98,117.63,78.8,27.58,43.83,,1323.96,57.0,41.21,25.5,32.05,,31.2,96.21,,53.25,119.41,33.28,59.85,1.07,,39.75,4.86,,39.66,28.73,17.31,43.12,19.25,30.53,2.13,32.38,72.6,83.12,42.3,42.13,78.0,61.9,34.4,68.1,,,149.7,360.6,33.82,34.51,21.59,30.69,0.776,5.5,57.92,20.57,21.81,95.17,98.82,103.66,119.31,39.58,40.81,80.7,93.14,69.61,89.39,,13.95,66.14,96.25,80.77,81.62,55.55,87.65,40.13,24.8,73.96,43.05,16.57,41.99,82.91,46.41,32.04,37.37,50.59,65.85,5510.0,5353.5
2013-10-01,,2.55,,144.95,,80.61,95.85,0.39,102.5,,19.4,,66.08,124.59,,12.97,0.63,6.77,58.93,280.3,28.63,,41.9,42.2,186.38,94.31,76.82,85.28,84.5,,92.73,41.15,53.09,40.01,47.43,74.61,108.41,74.3,119.25,79.68,27.83,44.05,,1328.67,57.0,41.24,25.3,32.06,,31.5,96.13,,53.52,119.62,33.58,59.95,1.07,,40.65,4.9,,40.14,28.89,17.31,43.62,19.42,30.83,2.12,32.65,73.24,83.64,42.73,42.42,78.61,62.27,34.4,69.35,,,152.8,360.6,34.06,35.91,21.88,31.02,0.776,5.51,58.13,20.4,21.9,95.7,99.76,104.28,120.22,39.81,41.18,81.56,94.38,70.05,90.12,,14.3,67.1,97.1,81.31,81.9,55.99,88.41,40.93,24.2,73.59,43.94,16.7,42.54,83.44,46.7,32.32,37.48,51.23,67.16,5530.0,5417.0
2013-10-02,,2.55,,143.8,,80.7,95.8,0.39,101.0,,19.22,,65.65,127.06,,12.78,0.626,6.62,58.19,274.8,28.27,,41.72,42.5,184.96,94.34,76.98,85.23,85.5,,92.02,41.25,53.12,39.87,47.54,74.38,108.22,74.44,118.73,79.76,27.86,44.2,,1307.47,57.0,41.1,24.5,31.92,,32.4,95.28,,53.52,119.2,33.92,60.0,1.05,,40.55,4.88,,40.08,29.01,17.35,43.7,19.47,30.99,2.11,32.76,72.95,83.54,42.63,42.37,78.17,62.14,34.51,68.85,,,154.2,360.6,33.94,36.27,21.89,30.99,0.774,5.53,58.38,20.6,21.93,95.72,99.61,103.97,120.52,39.77,41.07,81.59,94.2,69.74,89.79,,14.4,67.2,96.0,81.24,81.91,55.91,88.26,41.06,24.6,73.72,43.95,16.56,42.7,83.63,46.48,32.33,37.52,51.11,67.3,5532.0,5386.5
